Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index,Bug Occurence,Buggy
transformers_2.0.0,transformers/modeling_xlm.py,886,404,494,19,155,144,256,174,400,1208.50990557294,15.6903225806452,46712.8737597525,2595.15965331958,2977.17739833949,98,34.8784027725995,0,0
transformers_2.0.0,transformers/convert_bert_original_tf_checkpoint_to_pytorch.py,65,23,37,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,2,94.2945825026617,0,0
transformers_2.0.0,transformers/tokenization_xlnet.py,228,140,145,9,53,34,62,62,96,332.10910910483,5.26415094339623,3009.00365995098,167.166869997277,571.60284579714,42,54.6546975105149,0,0
transformers_2.0.0,transformers/modeling_bert.py,1147,549,633,16,166,161,272,182,433,1288.25654560359,13.1084337349398,42613.8805563394,2367.43780868552,3250.87507920604,120,28.5949973494996,0,0
transformers_2.0.0,transformers/tokenization_auto.py,120,36,36,1,9,8,16,10,24,28.5293250129808,0.888888888888889,70.8677993575971,3.93709996431095,79.7262742772967,11,63.2413524335326,0,0
transformers_2.0.0,transformers/modeling_tf_auto.py,501,95,96,1,9,25,50,10,75,28.5293250129808,2.77777777777778,692.068353101534,38.4482418389741,249.144607116552,34,21.2529612774579,0,0
transformers_2.0.0,transformers/tokenization_openai.py,208,149,147,11,34,26,48,45,74,211.027484407522,7.76470588235294,3155.5541791146,175.308565506367,406.397129128396,32,53.8324871674737,0,0
transformers_2.0.0,transformers/configuration_distilbert.py,89,45,64,3,6,3,6,9,9,20.2646625064904,1.5,42.7939875194712,2.37744375108173,28.5293250129808,10,76.5068926431678,0,0
transformers_2.0.0,transformers/modeling_tf_xlnet.py,1089,485,590,16,183,164,305,199,469,1439.37307040598,13.3333333333333,47754.3592937996,2653.01996076664,3581.57694703497,130,28.1861951522032,0,0
transformers_2.0.0,transformers/configuration_transfo_xl.py,168,73,102,7,20,11,20,27,31,106.090046352151,3.5,515.905293984736,28.6614052213742,147.401512567068,15,71.1814325892219,0,0
transformers_2.0.0,transformers/modeling_tf_roberta.py,382,125,193,2,12,7,14,14,21,45.0195500086539,1.16666666666667,93.2801955904113,5.18223308835618,79.9544533632097,20,67.4777528219491,0,0
transformers_2.0.0,transformers/modeling_tf_openai.py,576,289,336,14,110,94,161,124,255,799.252537396519,10.2454545454545,18168.4700605503,1009.35944780835,1773.32005914865,59,44.016017389288,0,0
transformers_2.0.0,transformers/tokenization_bert.py,470,249,282,17,147,90,189,164,279,1127.8387029922,10.9285714285714,22433.7016015094,1246.31675563941,2052.75700928845,94,40.3973715744832,0,0
transformers_2.0.0,transformers/modeling_auto.py,497,96,97,1,9,25,50,10,75,28.5293250129808,2.77777777777778,692.068353101534,38.4482418389741,249.144607116552,34,22.2729063101006,0,0
transformers_2.0.0,transformers/tokenization_xlm.py,806,294,653,14,85,57,110,99,167,598.101198480511,9.05882352941176,10029.0466797181,557.169259984338,1107.1025555533,62,36.9294860687009,0,0
transformers_2.0.0,transformers/modeling_xlnet.py,1345,645,770,17,241,251,446,258,697,1976.49319833268,15.7302904564315,87835.1953532812,4879.73307518229,5583.82539703001,165,19.2742097662706,0,0
transformers_2.0.0,transformers/modeling_roberta.py,466,151,219,6,25,35,54,31,89,131.606179748695,6.48,2857.18409612632,158.732449784796,440.923471624432,25,59.2119749949572,0,0
transformers_2.0.0,transformers/configuration_bert.py,113,35,61,3,6,3,6,9,9,20.2646625064904,1.5,42.7939875194712,2.37744375108173,28.5293250129808,7,84.1869430608338,0,0
transformers_2.0.0,transformers/tests/tokenization_transfo_xl_test.py,81,40,48,2,4,2,4,6,6,10,1,15.5097750043269,0.861654166907052,15.5097750043269,11,82.0240915857467,0,0
transformers_2.0.0,transformers/tests/tokenization_utils_test.py,46,26,26,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,7,92.6537319213762,0,0
transformers_2.0.0,transformers/tests/modeling_tf_gpt2_test.py,232,124,179,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,11,67.5344008176983,0,0
transformers_2.0.0,transformers/tests/tokenization_openai_test.py,72,36,40,2,4,2,4,6,6,10,1,15.5097750043269,0.861654166907052,15.5097750043269,6,84.8244591526269,0,0
transformers_2.0.0,transformers/tests/modeling_tf_auto_test.py,94,56,60,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,11,82.1501239618778,0,0
transformers_2.0.0,transformers/tests/modeling_tf_distilbert_test.py,222,119,170,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,10,68.0990711009265,0,0
transformers_2.0.0,transformers/tests/modeling_tf_transfo_xl_test.py,217,108,164,3,10,6,12,13,18,37.9741684510371,1.8,119.894246867771,6.66079149265397,66.6079149265397,10,58.1698730563175,0,0
transformers_2.0.0,transformers/tests/modeling_tf_xlm_test.py,264,135,203,3,6,3,6,9,9,20.2646625064904,1.5,42.7939875194712,2.37744375108173,28.5293250129808,12,57.337247405127,0,0
transformers_2.0.0,transformers/tests/configuration_common_test.py,63,40,40,2,6,3,6,8,9,17.5097750043269,1,27,1.5,27,8,81.4717082138219,0,0
transformers_2.0.0,transformers/tests/modeling_xlnet_test.py,328,159,263,4,15,14,26,19,40,66.6033589341278,3.46666666666667,589.045948530844,32.7247749183802,169.917100537743,12,49.4497047796414,0,0
transformers_2.0.0,transformers/tests/modeling_common_test.py,730,486,541,12,77,98,136,89,234,525.562113642161,10.5974025974026,16058.47330185,892.137405658332,1515.32162284614,18,33.4710705430931,0,0
transformers_2.0.0,transformers/tests/modeling_roberta_test.py,248,132,196,2,9,8,9,11,17,30.5293250129808,1,58.8103375168341,3.26724097315745,58.8103375168341,13,55.9205725446555,0,0
transformers_2.0.0,transformers/tests/modeling_distilbert_test.py,221,117,171,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,10,68.2130639018581,0,0
transformers_2.0.0,transformers/tests/tokenization_distilbert_test.py,48,21,22,2,17,9,18,19,27,71.4868683012558,1.05882352941176,121.440751266681,6.74670840370452,114.694042862977,6,85.0703621135796,0,0
transformers_2.0.0,transformers/tests/modeling_bert_test.py,320,177,261,2,3,7,8,5,15,6.75488750216347,2.66666666666667,92.8771237954945,5.1598402108608,34.8289214233104,16,51.5137608955785,0,0
transformers_2.0.0,transformers/tests/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
transformers_2.0.0,transformers/tests/modeling_tf_xlnet_test.py,302,149,234,4,13,11,20,17,31,56.1057163358342,3.07692307692308,389.881071011571,21.6600595006428,126.711348078761,12,51.7507853317397,0,0
transformers_2.0.0,transformers/tests/modeling_openai_test.py,216,109,165,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,11,68.6458988782939,0,0
transformers_2.0.0,transformers/tests/modeling_auto_test.py,93,60,64,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,12,78.9611029743181,0,0
transformers_2.0.0,transformers/tests/conftest.py,19,10,12,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,4,94.7950750275692,0,0
transformers_2.0.0,transformers/tests/modeling_tf_common_test.py,355,127,134,10,23,18,29,33,47,137.261205938185,6.30434782608696,1494.67590971425,83.0375505396808,237.086523609847,11,60.2617768856096,0,0
transformers_2.0.0,transformers/tests/tokenization_xlm_test.py,82,45,48,2,19,10,20,21,30,82.7106227554281,1.05263157894737,138.704760719329,7.70582003996274,131.769522683363,9,74.670921186441,0,0
transformers_2.0.0,transformers/tests/tokenization_tests_commons.py,277,186,188,6,58,46,82,64,128,355.272672721726,4.24137931034483,3257.37931034483,180.965517241379,768,4,46.8143967384425,0,0
transformers_2.0.0,transformers/tests/modeling_transfo_xl_test.py,217,113,172,3,10,6,12,13,18,37.9741684510371,1.8,119.894246867771,6.66079149265397,66.6079149265397,10,57.3969114518748,0,0
transformers_2.0.0,transformers/tests/modeling_xlm_test.py,325,158,256,4,8,5,10,12,15,32,2.5,134.436093777043,7.46867187650241,53.7744375108174,13,52.2310901359229,0,0
transformers_2.0.0,transformers/tests/modeling_tf_openai_gpt_test.py,231,124,179,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,11,66.7845046266252,0,0
transformers_2.0.0,transformers/tests/tokenization_auto_test.py,45,24,24,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,5,93.7159994459414,0,0
transformers_2.0.0,transformers/tests/modeling_gpt2_test.py,248,124,190,2,3,7,8,5,15,6.75488750216347,2.66666666666667,92.8771237954945,5.1598402108608,34.8289214233104,11,60.2674468190484,0,0
transformers_2.0.0,transformers/tests/tokenization_bert_test.py,141,75,94,2,19,10,20,21,30,82.7106227554281,1.05263157894737,138.704760719329,7.70582003996274,131.769522683363,18,62.8018887096557,0,0
transformers_2.0.0,transformers/tests/tokenization_roberta_test.py,98,54,63,2,10,5,10,12,15,35.2192809488736,1,53.7744375108174,2.98746875060096,53.7744375108174,10,73.5248847906414,0,0
transformers_2.0.0,transformers/tests/optimization_test.py,145,103,104,4,11,8,12,15,20,46.0537478050103,2.18181818181818,170.482498717463,9.47124992874792,78.1378119121704,34,59.4981728410801,0,0
transformers_2.0.0,transformers/tests/tokenization_xlnet_test.py,106,48,67,2,42,43,86,44,129,228.477331756708,2.04761904761905,1442.06986612291,80.1149925623838,704.266678804211,11,66.1965110128626,0,0
transformers_2.0.0,transformers/tests/modeling_tf_roberta_test.py,246,129,193,2,9,8,9,11,17,30.5293250129808,1,58.8103375168341,3.26724097315745,58.8103375168341,13,56.249407452775,0,0
transformers_2.0.0,transformers/tests/modeling_tf_bert_test.py,327,178,260,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,16,59.5512484911473,0,0
transformers_2.0.0,transformers/tests/tokenization_gpt2_test.py,72,40,43,2,6,3,6,8,9,17.5097750043269,1,27,1.5,27,6,81.7205070106887,0,0
transformers_2.0.0,transformers/data/__init__.py,6,5,5,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0
transformers_2.0.0,transformers/data/processors/utils.py,111,58,47,2,5,3,6,7,9,13.6096404744368,1.2,30.3194331582221,1.68441295323456,25.2661942985184,16,77.9430600013085,0,0
transformers_2.0.0,transformers/data/processors/__init__.py,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
transformers_2.0.0,transformers/data/processors/glue.py,492,284,324,10,66,57,109,76,166,432.149292826532,8.25757575757576,8564.39397183699,475.799665102055,1037.15596723164,81,33.7276571394027,0,0
transformers_2.0.0,transformers/data/metrics/__init__.py,83,57,56,3,23,16,32,26,48,108.796812491475,2.08695652173913,470.861439591177,26.1589688661765,225.621106470772,14,69.0187650812154,0,0
transformers_2.0.0,examples/run_lm_finetuning.py,498,301,355,20,132,125,220,152,345,1016.29858565306,16.6666666666667,41675.5832023006,2315.31017790559,2500.53499213804,91,32.8073729412536,0,0
transformers_2.0.0,examples/test_examples.py,111,50,82,2,8,4,8,10,12,26,1,39.8631371386484,2.21461872992491,39.8631371386484,7,73.4417818729725,0,0
transformers_2.0.0,examples/run_squad.py,535,305,404,15,135,126,221,150,347,1013.97346453599,12.2777777777778,30797.578828781,1710.97660159894,2508.40008560207,103,29.6235622672864,0,0
transformers_2.0.0,examples/utils_multiple_choice.py,463,261,297,13,104,68,134,117,202,744.951447022508,8.375,11622.9395143552,645.718861908624,1387.81367335585,65,41.4569774000756,0,0
transformers_2.0.0,examples/run_multiple_choice.py,542,347,416,16,178,156,280,194,436,1394.68055071202,12.5842696629213,41698.7577426609,2316.59765237005,3313.56199919359,107,26.5184057724615,0,0
transformers_2.0.0,examples/run_glue.py,500,306,379,16,156,137,246,172,383,1200.52274614251,12.6153846153846,35881.4262901806,1993.4125716767,2844.2594010509,103,29.2050350528329,0,0
transformers_2.0.0,examples/run_generation.py,195,110,130,9,32,30,49,41,79,188.529325012981,6.890625,2916.4336607639,162.024092264661,423.246608364829,20,61.5514142169312,0,0
transformers_2.0.0,examples/run_tf_glue.py,48,26,27,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0
transformers_2.0.0,examples/utils_squad_evaluate.py,330,276,292,14,108,77,141,122,218,782.830819142461,9.13888888888889,13807.9539812413,767.108554513403,1510.90073958871,69,27.1366134686025,0,0
transformers_2.0.0,examples/run_bertology.py,348,207,228,18,110,88,156,128,244,821.008218513674,12.7636363636364,21800.2909090909,1211.12727272727,1708,47,46.4379325678071,0,0
transformers_2.0.0,examples/utils_squad.py,996,573,678,19,244,192,361,263,553,2015.81053312077,14.0553278688525,62483.272084423,3471.29289357905,4445.52220107864,147,19.561641194827,0,0
transformers_2.0.0,examples/contrib/run_swag.py,673,376,485,18,184,151,273,202,424,1459.39404994045,13.3532608695652,43359.1285867575,2408.84047704208,3247.08166868676,114,27.4506119880824,0,0
transformers_2.0.0,examples/contrib/run_openai_gpt.py,290,201,208,13,79,53,97,92,150,546.104395441825,7.98101265822785,7809.6945822037,433.871921233539,978.534293408552,36,48.3402201455357,0,0
transformers_2.0.0,examples/contrib/run_transfo_xl.py,153,84,102,10,35,23,45,45,68,212.744186541947,6.42857142857143,2400.7243535384,133.373575196578,373.446010550418,14,64.9440920219433,0,0
transformers_2.0.0,examples/distillation/utils.py,129,72,76,12,41,42,78,53,120,262.679182197995,11.4146341463415,7845.85396898218,435.880776054565,687.350454547584,15,66.225800118315,0,0
transformers_2.0.0,examples/distillation/train.py,247,133,189,9,24,22,39,33,61,138.568425030289,7.3125,2250.11505186633,125.006391770352,307.708041280866,20,53.566350386158,0,0
transformers_2.0.0,examples/distillation/distiller.py,490,328,333,21,171,156,283,192,439,1360.69144592384,17.3771929824561,57862.5517843391,3214.58621024106,3329.79853781659,97,34.4437048811258,0,0
transformers_2.0.0,examples/distillation/dataset.py,201,126,118,13,58,38,69,71,107,387.868614053233,7.73275862068966,5088.332575715,282.685143095278,658.022941787001,37,58.2954619043388,0,0
transformers_2.0.0,examples/distillation/scripts/token_counts.py,51,26,29,2,4,2,4,6,6,10,1,15.5097750043269,0.861654166907052,15.5097750043269,4,89.4953500784336,0,0
transformers_2.0.0,examples/distillation/scripts/extract_for_distil.py,90,53,62,2,7,6,12,9,18,21.6514844544032,1.71428571428571,97.8148286159342,5.43415714532968,57.0586500259616,14,74.0628805179576,0,0
transformers_2.0.0,examples/distillation/scripts/binarized_data.py,86,52,56,5,13,8,16,18,24,59.715356810271,3.07692307692308,307.932923183432,17.1073846213018,100.078200034615,7,74.944816663938,0,0
transformers_3.5.0,./hubconf.py,127,30,32,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
transformers_3.5.0,./setup.py,166,33,101,3,24,12,24,27,36,114.793987519471,1.5,256.763925116827,14.2646625064904,171.175950077885,3,79.7771335384157,1,1
transformers_3.5.0,src/transformers/convert_funnel_original_tf_checkpoint_to_pytorch.py,61,20,30,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,2,95.8316665485003,0,0
transformers_3.5.0,src/transformers/configuration_auto.py,348,102,232,6,20,13,25,26,38,101.948336902074,3.75,669.812659835106,37.2118144352836,178.616709289362,21,65.240441431994,1,1
transformers_3.5.0,src/transformers/tokenization_bert_japanese.py,348,141,222,7,33,22,42,40,64,186.116490393232,4.45454545454545,1517.23331868789,84.2907399271049,340.603398072791,45,55.7758493904637,0,0
transformers_3.5.0,src/transformers/modeling_mobilebert.py,1636,745,1191,15,163,196,334,178,530,1256.44604807379,15.3680981595092,60890.5367461505,3382.80759700836,3962.13871841219,193,8.06278637556902,1,1
transformers_3.5.0,src/transformers/configuration_marian.py,99,7,6,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
transformers_3.5.0,src/transformers/configuration_bert_generation.py,105,19,35,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0
transformers_3.5.0,src/transformers/modeling_tf_pegasus.py,41,12,18,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
transformers_3.5.0,src/transformers/modeling_lxmert.py,1438,701,975,16,151,155,277,167,432,1156.99911563809,14.6754966887417,46811.3160505756,2600.62866947642,3189.76025434879,182,13.7843448902025,1,1
transformers_3.5.0,src/transformers/convert_bert_pytorch_checkpoint_to_original_tf.py,113,48,61,4,7,4,7,11,11,27.6514844544032,2,76.1074956100206,4.2281942005567,38.0537478050103,6,80.2857168365976,0,0
transformers_3.5.0,src/transformers/tokenization_funnel.py,137,31,80,3,20,12,24,23,36,91.1934493999107,1.8,293.126814752494,16.2848230418052,162.848230418052,6,80.0321990958868,0,0
transformers_3.5.0,src/transformers/tokenization_fsmt.py,555,273,330,13,93,63,122,106,185,656.247485768881,8.52688172043011,10613.1136589967,589.617425499817,1244.66528409419,67,44.5374481121033,0,0
transformers_3.5.0,src/transformers/tokenization_albert.py,319,122,163,11,70,47,87,81,134,467.103558991158,6.83571428571429,5807.21203335656,322.622890742031,849.53990038654,38,58.0878853940794,0,0
transformers_3.5.0,src/transformers/convert_longformer_original_pytorch_lightning_to_pytorch.py,86,31,48,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,4,90.6359247875242,0,0
transformers_3.5.0,src/transformers/modeling_mbart.py,39,11,20,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
transformers_3.5.0,src/transformers/modeling_reformer.py,2574,1078,1755,20,435,489,811,455,1300,3899.15770386795,18.6436781609195,214004.061600028,11889.1145333349,11478.6395556119,285,0,1,1
transformers_3.5.0,src/transformers/convert_lxmert_original_tf_checkpoint_to_pytorch.py,61,20,30,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,2,95.8316665485003,0,0
transformers_3.5.0,src/transformers/modeling_tf_pytorch_utils.py,399,213,258,12,79,56,105,91,161,541.018229114645,7.9746835443038,8355.51405513106,464.195225285059,1047.75493707199,64,45.2314229417601,0,0
transformers_3.5.0,src/transformers/modeling_distilbert.py,946,404,665,14,101,122,207,115,329,725.782328666738,14.3465346534653,32310.7808175867,1795.04337875481,2252.1662267607,104,31.4423026617569,0,0
transformers_3.5.0,src/transformers/tokenization_bert_fast.py,259,48,149,5,29,17,34,34,51,152.491089333136,2.93103448275862,760.487979890352,42.2493322161307,259.460604903767,9,74.3951381894473,0,0
transformers_3.5.0,src/transformers/modeling_gpt2.py,1087,489,803,17,154,183,305,171,488,1188.57199556827,16.8344155844156,60939.1034459919,3385.50574699955,3619.91202726432,130,21.4777368556217,1,1
transformers_3.5.0,src/transformers/modeling_t5.py,1291,582,937,18,210,206,379,228,585,1695.05020873585,16.2428571428571,74428.6804067373,4134.92668926318,4582.24065828637,183,12.3980481186576,1,1
transformers_3.5.0,src/transformers/modeling_transfo_xl.py,1111,621,774,21,231,209,382,252,591,1905.99269444546,17.3636363636364,81862.1213676904,4547.89563153835,4714.57243478845,183,12.2830193989173,0,0
transformers_3.5.0,src/transformers/activations_tf.py,67,29,35,4,36,21,42,40,63,194.117300051923,2.33333333333333,782.323429948442,43.4624127749135,335.281469977904,2,78.0114134424784,0,0
transformers_3.5.0,src/transformers/optimization_tf.py,351,133,198,13,45,28,53,58,81,295.23910567067,7.65555555555556,3632.53401507861,201.807445282145,474.496460605333,47,57.7797646336726,0,0
transformers_3.5.0,src/transformers/configuration_ctrl.py,136,40,57,0,0,0,0,0,0,0,0,0,0,0,6,100,0,0
transformers_3.5.0,src/transformers/configuration_bart.py,224,53,97,3,5,3,8,8,11,16.3645279766003,2.4,79.2,4.4,33,12,74.1819504108758,0,0
transformers_3.5.0,src/transformers/convert_electra_original_tf_checkpoint_to_pytorch.py,79,26,47,1,5,3,6,6,9,11.6096404744368,0.6,13.9587975038942,0.775488750216347,23.2646625064904,4,87.0576457325654,0,0
